listing_id,suburb_original,suburb_canonical,sale_price_num,usable_area_num,price_per_m2,listing_type,bedrooms,flag_outlier_price,flag_outlier_m2
2658991999,Andorinha,Andorinha,18370000.0,811,22651.048088779284,casa,4,1,0
2579121329,Canto da Praia,Canto da Praia,18300000.0,818,22371.63814180929,casa,4,1,0
2766855325,Ilhota,Ilhota,18099800.0,811,22317.879161528977,casa,4,1,0
2721918480,Castelo Branco,Castelo Branco,17660000.0,973,18150.05138746146,apartamento,5,1,0
2764630841,Centro,Centro,17500000.0,440,39772.72727272727,apartamento,5,1,0
2744007887,Centro,Centro,17500000.0,411,42579.075425790754,apartamento,5,1,0
2560060556,Centro,Centro,17499928.0,411,42578.900243309,apartamento,5,1,0
2768815730,Meia Praia,Meia Praia,17073328.0,427,39984.37470725995,apartamento,5,1,0
2764955330,Meia Praia,Meia Praia,17073328.0,427,39984.37470725995,apartamento,5,1,0
2735565849,Ilhota,Ilhota,17000000.0,2000,8500.0,casa,5,1,0
2763898626,Centro,Centro,16986696.0,427,39781.48946135832,apartamento,5,1,0
2765213232,Centro,Centro,16986694.0,427,39781.484777517566,apartamento,5,1,0
2754748003,Meia Praia,Meia Praia,16986694.0,427,39781.484777517566,apartamento,5,1,0
2609811607,Meia Praia,Meia Praia,16986000.0,428,39686.91588785047,apartamento,5,1,0
2767585017,Meia Praia,Meia Praia,16697866.0,427,39105.07259953162,apartamento,5,1,0
2626576930,Centro,Centro,16550000.0,440,37613.63636363636,apartamento,5,1,0
2670956205,Meia Praia,Meia Praia,16330000.0,427,38243.559718969555,apartamento,5,1,0
